country,site_area,sitename,locname,localt,locheight,recs,post_0,ante_0,fs_provenance,fs_destination,fs_amph,fs_ma,fs_col,fs_blck,fs_sarc
"France,""West Mediterranean Sea"",Jarre,""Jarre-Ecueil de Miet 4"",-23.0,0,1,-125,-75,,,1,,,,"
"France,""West Mediterranean Sea"",L'Isolella,L'Isolella,-32.0,6,1,175,300,Baetica?,,0,,,,"
"France,""West Mediterranean Sea"",""La Ciotat"",""La Ciotat A"",,,1,-200,-140,,,,,,,"
"France,""West Mediterranean Sea"",""La Ciotat"",""La Ciotat B"",,,1,-400,-300,,,,,,,"
"France,""West Mediterranean Sea"",""La Ciotat"",""La Ciotat C"",-57.0,0,1,-125,-75,,,279,,,,"
"France,""West Mediterranean Sea"",""La Ciotat"",""La Citotat D"",,,1,275,280,,,,,,,"
"France,""West Mediterranean Sea"",""La Fangade"",""La Fangade"",0.0,0,1,,,,,,,,,"
"France,""West Mediterranean Sea"",""La Fourmigue"",""La Fourmigue A"",,,1,-125,-75,,,,,,,"
"France,""West Mediterranean Sea"",""La Fourmigue"",""La Fourmigue C"",-58.0,0,1,-80,-60,""Aegean via Cosa"",France,106,,,,"
"France,""West Mediterranean Sea"",""La Giraglia"",""La Giraglia"",-20.0,0,1,15,25,Tarraconensis,Rome,58,,,,"
"France,""West Mediterranean Sea"",""La Jaumegarde"",""La Jaume-Garde B"",0.0,0,1,-200,-140,,,,,,,"
"France,""West Mediterranean Sea"",""La Jaumegarde"",""La Jaumegarde A"",,,1,-100,-25,,,,,,,"
"France,""West Mediterranean Sea"",""La Madrague de Giens"",""La Madrague de Giens"",,,1,-70,-50,,,,,,,"
"France,""West Mediterranean Sea"",""La Mauresque"",""La Mauresque"",-32.0,4,1,-50,100,,,18,,,,"
"France,""West Mediterranean Sea"",""La Palud"",""La Palud 1"",-7.0,1,1,525,575,""Neapolis (Nabeul) North Africa"",Marseilles?,5,,,,"
"France,""West Mediterranean Sea"",""La Palud"",""La Palud 2"",-7.0,0,1,-520,-475,,,0,,,,"
"France,""West Mediterranean Sea"",""La Plage d'Argent"",""La Plage d'Argent 1"",-8.0,0,1,-150,-100,,,1,,,,"
"France,""West Mediterranean Sea"",""La Plage d'Argent"",""La Plage d'Argent 2"",-8.0,0,1,-125,-50,,,1,,,,"
"France,""West Mediterranean Sea"",""La Tour Fondue"",""La Tour Fondue"",-20.0,0,1,-250,-200,Marseilles,,1,,,,"
"France,""West Mediterranean Sea"",""La Tradelière"",""La Tradelière"",-50.0,2,1,-20,-10,""Aegean via southern Italy"",France,1,,,,"
"France,""West Mediterranean Sea"",""La Vacca, Iles Cerbicales"",""La Vacca, Iles Cerbicales"",-20.0,0,1,-100,-1,,,1,,,,"
"France,""West Mediterranean Sea"",Lardier,""Lardier 4"",-23.0,1,1,50,75,Argens,""Cavalaire, South of France"",,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi (Balise)"",,,1,45,70,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi A (1)"",-13.0,7,1,25,50,,,84,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi B"",,,1,40,70,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi C"",,,1,50,100,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi D"",,,1,100,150,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi F"",,,1,300,325,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi G"",,,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi H"",,,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi J"",,,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Lavezzi K"",,,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Sud Lavezzi 5"",-72.0,0,1,50,150,,,0,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Sud-Lavezzi A (1)"",,,1,375,425,,,,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Sud-Lavezzi B (2)"",-42.0,0,1,22,25,Baetica,,212,,,,"
"France,""West Mediterranean Sea"",Lavezzi,""Sud-Lavezzi C (3)"",,,1,15,25,""Llobregat, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",""Le Batiguier"",""Le Batiguier"",-60.0,0,1,900,1000,,,11,,,,"
"France,""West Mediterranean Sea"",""Le Grand Congloué"",""Le Grand Congloué A"",-45.0,13,1,-210,-180,""Aegean, Italy"",France/Spain?,431,,,,"
"France,""West Mediterranean Sea"",""Le Grand Congloué"",""Le Grand Congloué B"",,,1,-110,-80,,,,,,,"
"France,""West Mediterranean Sea"",""Le Grand Congloué"",""Le Grand Congloué C"",,,1,-75,-25,,,,,,,"
"France,""West Mediterranean Sea"",""Le Grand Ribaud"",""Le Grand Ribaud A"",,,1,-120,-100,,,,,,,"
"France,""West Mediterranean Sea"",""Le Grand Ribaud"",""Le Grand Ribaud B"",,,1,69,96,,,,,,,"
"France,""West Mediterranean Sea"",""Le Grand Ribaud"",""Le Grand Ribaud D"",,,1,-10,-1,,,1,,,,"
"France,""West Mediterranean Sea"",""Le Grand Ribaud"",""Le Grand Ribaud F (A??)"",-75.0,15,1,-525,-475,Etruria,Montpellier?,1001,,,,"
"France,""West Mediterranean Sea"",""Le Grand Rouveau"",""Le Grand Rouveau"",,,1,25,75,,,1,,,,"
"France,""West Mediterranean Sea"",""Le Grand Souffre"",""Le Grand Souffre"",-17.0,0,1,-100,-75,,,1,,,,"
"France,""West Mediterranean Sea"",""Le Miladou"",""Le Miladou"",-42.0,0,1,-125,-50,Italy,,2,,,,"
"France,""West Mediterranean Sea"",""Le Petit Congloue"",""Le Petit Congloue"",,,1,40,60,""Llobregat, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",""Les Aresquiers"",""Les Aresquiers 2"",0.0,0,1,200,450,,,4,,,,"
"France,""West Mediterranean Sea"",""Les Aresquiers"",""Les Aresquiers 3"",-20.0,0,1,-150,-100,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Basses du Can"",""Les Basses du Can"",-87.0,7,1,-150,-100,,,101,,,,"
"France,""West Mediterranean Sea"",""Les Battuts"",""Les Battuts"",0.0,0,1,,,,,,,,,"
"France,""West Mediterranean Sea"",""Les Battuts (Bouches-du-Rhône)"",""Les Battuts 4"",0.0,0,1,-100,-1,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Catalans"",""Les Catalans"",,,1,325,375,,,,,,,"
"France,""West Mediterranean Sea"",""Les Catalans"",""Les Catalans 2"",-15.0,7,1,50,200,,,,1,1,,"
"France,""West Mediterranean Sea"",""Les Fourmigues"",""Les Fourmigues"",,,1,50,50,""Llobregat, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons A"",,,1,200,400,,,,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons B"",,,1,250,300,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons C"",,,1,200,275,,,,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons D"",,,1,310,340,,,,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons E"",,,1,300,400,,,,,,,"
"France,""West Mediterranean Sea"",""Les Laurons"",""Les Laurons F"",,,1,300,400,,,,,,,"
"France,""West Mediterranean Sea"",""Les Lingots"",""Les Lingots"",0.0,0,1,,,,,,,,,"
"France,""West Mediterranean Sea"",""Les Moines"",""Les Moines 1"",0.0,0,1,1275,1325,,,,,,,"
"France,""West Mediterranean Sea"",""Les Moines"",""Les Moines 2"",0.0,0,1,-75,-25,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Moines"",""Les Moines 3"",0.0,0,1,50,250,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Mouettes"",""Les Mouettes"",0.0,0,1,150,200,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Pierres"",""Les Pierres"",-10.0,0,1,-100,400,,,,,,,"
"France,""West Mediterranean Sea"",""Les Riches Dunes"",""Les Riches Dunes 2"",0.0,0,1,1,50,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Riches Dunes"",""Les Riches Dunes 4"",-6.0,1,1,-50,-1,,,1,,,,"
"France,""West Mediterranean Sea"",""Les Riches Dunes"",""Les Riches Dunes 5"",-5.0,2,1,175,200,Luna,France,,1,1,1,"
"France,""West Mediterranean Sea"",""Les Riches Dunes"",""Les Riches Dunes 6"",0.0,0,1,,,,,,,,,"
"France,""West Mediterranean Sea"",""Les Tambours"",""Les Tambours"",0.0,0,1,-150,400,,,,1,1,,"
"France,""West Mediterranean Sea"",Maguelone,Maguelone,-14.0,0,1,1,100,,,,,,,"
"France,""West Mediterranean Sea"",""Marina di Fiori"",""Marina di Fiori"",0.0,0,1,50,100,Tarraconensis,Rome,2,,,,"
"France,""West Mediterranean Sea"",""Marine de Tollare"",""Marine de Tollare"",0.0,0,1,-50,100,,,1,,,,"
"France,""West Mediterranean Sea"",""Marinieres I"",""Marinieres I"",-5.0,2,1,1400,1500,,,,,,,"
"France,""West Mediterranean Sea"",Marseillan-Plage,""Marseillan-Plage A"",,,1,-125,-75,,,,,,,"
"France,""West Mediterranean Sea"",Marseillan-Plage,""Marseillan-Plage B"",,,1,50,100,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille (Bourse)"",,,1,160,220,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille (Galere de Cesar)"",,,1,200,300,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille 3 (Jules Verne 9)"",0.0,0,1,-525,-500,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille 4 (Jules Verne 7)"",0.0,0,1,-525,-500,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille 5 (Jules Verne 3)"",0.0,0,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille 6 (Jules Verne 4)"",0.0,0,1,1,200,,,,,,,"
"France,""West Mediterranean Sea"",Marseille,""Marseille 7 (Jules Verne 8)"",0.0,0,1,200,300,,,,,,,"
"France,""West Mediterranean Sea"",Mateille,""Mateille A"",,,1,300,325,,,,,,,"
"France,""West Mediterranean Sea"",Mateille,""Mateille B"",,,1,1,100,,,,,,,"
"France,""West Mediterranean Sea"",Monaco,""Monaco A"",,,1,200,250,,,,,,,"
"France,""West Mediterranean Sea"",Monaco,""Monaco B"",,,1,-160,-140,,,,,,,"
"France,""West Mediterranean Sea"",Monaco,""Monaco C"",,,1,-100,-25,,,,,,,"
"France,""West Mediterranean Sea"",Monaco,""Monaco D"",,,1,-160,-140,,,,,,,"
"France,""West Mediterranean Sea"",Nice,Nice,,,1,-600,-500,,,,,,,"
"France,""West Mediterranean Sea"",Olmeto,Olmeto,-20.0,-135,1,1,100,,,1,,,,"
"France,""West Mediterranean Sea"",Pampelonne,Pampelonne,,,1,380,420,""Neapolis (Nabeul) North Africa"",,1,,,,"
"France,""West Mediterranean Sea"",Perduto,""Est Perduto 2"",-87.0,0,1,-125,-75,""Adriatic - Brindisi - Campania"",""Gaul, Spain??"",1,,,,"
"France,""West Mediterranean Sea"",Perduto,""Est-Perduto 1"",-87.0,0,1,1,50,,,201,,,,"
"France,""West Mediterranean Sea"",Perduto,Perduto,,,1,15,25,""El Rosa, Calella, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",Perduto,""Sud-Perduto A"",-72.0,0,1,-25,25,Baetica,,1,,,,"
"France,""West Mediterranean Sea"",Perduto,""Sud-Perduto B"",,,1,1,15,,,,,,,"
"France,""West Mediterranean Sea"",""Plage Beauregard"",""Plage Beauregard"",-6.0,0,1,1,100,,,1,,,,"
"France,""West Mediterranean Sea"",""Plage d'Arles"",""Plage d'Arles 5"",-300.0,40,1,60,80,""Narbonne, France"",Rome?,0,,,,"
"France,""West Mediterranean Sea"",""Plage d'Arles"",""Plage d'Arles 8"",-93.0,1,1,-30,20,Baetica,,1,,,,"
"France,""West Mediterranean Sea"",Plane,""Ouest de Plane"",,,1,-150,-50,,,,,,,"
"France,""West Mediterranean Sea"",Plane,""Plane A"",,,1,-60,-40,,,,,,,"
"France,""West Mediterranean Sea"",Plane,""Plane B"",,,1,-425,-375,,,,,,,"
"France,""West Mediterranean Sea"",Plane,""Plane C"",-26.0,16,1,900,1000,Marseille,Cassis,,,,,"
"France,""West Mediterranean Sea"",Plane,""Plane D"",,,1,-100,-25,,,,,,,"
"France,""West Mediterranean Sea"",Plane,""Plane E"",,,1,-50,-1,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier A"",,,1,1,15,""Llobregat, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier B"",,,1,125,175,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier C"",,,1,-55,-45,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier D"",,,1,-100,-25,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier E"",,,1,-100,-50,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier F"",,,1,-100,-1,,,,,,,"
"France,""West Mediterranean Sea"",Planier,""Planier G"",,,1,300,350,,,,,,,"
"France,""West Mediterranean Sea"",""Pointe Cacalu"",""Pointe Cacalu"",-15.0,5,1,-100,-1,Campania,,1,,,,"
"France,""West Mediterranean Sea"",""Pointe Debie"",""Pointe Debie A"",,,1,1,100,,,,,,,"
"France,""West Mediterranean Sea"",""Pointe Debie"",""Pointe Debie B"",,,1,225,250,,,,,,,"
"France,""West Mediterranean Sea"",""Pointe Lequin"",""Pointe Lequin 1A"",-6.0,2,1,-520,-510,Aegean,Marseillles,113,,,,"
"France,""West Mediterranean Sea"",""Pointe Lequin"",""Pointe Lequin 1B"",,,1,-500,-400,Marseilles,,,,,,"
"France,""West Mediterranean Sea"",""Pointe Lequin"",""Pointe Lequin B"",,,1,-200,-150,,,,,,,"
"France,""West Mediterranean Sea"",""Pointe Lequin"",""Pointe Lequin C"",,,1,50,70,,,,,,,"
"France,""West Mediterranean Sea"",""Pointe de Vaisseau"",""Pointe de Vaisseau"",-80.0,0,1,-25,100,,,1,,,,"
"France,""West Mediterranean Sea"",""Pointe de la Voile"",""Pointe de la Voile"",-100.0,0,1,-130,-75,,,1,,,,"
"France,""West Mediterranean Sea"",""Port Miou"",""Port Miou C"",-102.0,0,1,-130,-50,,,1501,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres 11"",0.0,0,1,270,300,Tarraconensis,,1,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres 9 (Redoute Bear 2)"",-5.0,2,1,400,450,,,1,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres A"",,,1,390,410,,,1,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres B"",,,1,42,48,,,,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres C/ 3"",,,1,125,175,,,1,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres D"",,,1,-50,25,""Barcino, Spain"",,1,,,,"
"France,""West Mediterranean Sea"",""Port Vendres"",""Port Vendres E"",-16.0,0,1,-50,25,Tarraconensis,,151,1,,,"
"France,""West Mediterranean Sea"",Port-Miou,""Port-Miou (Port Miou B)"",-36.0,4,1,375,425,,,1,,,,"
"France,""West Mediterranean Sea"",Porticcio,Porticcio,-6.0,0,1,200,300,,,1,1,1,,"
"France,""West Mediterranean Sea"",""Porto Novo"",""Porto Novo"",-12.0,2,1,27,50,""Egypt? Luna?"",""France, Spain?"",1,1,1,1,"
"France,""West Mediterranean Sea"",""Porto Pollo"",""Porto Pollo 1"",-15.0,0,1,550,600,,,1,,,,"
"France,""West Mediterranean Sea"",""Punta Vecchia"",""Punta Vecchia 1"",-13.0,0,1,225,275,Lusitania,,1,,,,"
"France,""West Mediterranean Sea"",Ratino,""Ratino 1"",,,1,325,350,,,,,,,"
"France,""West Mediterranean Sea"",Ratino,""Ratino 2"",-18.0,0,1,-100,200,,,1,,,,"
"France,""West Mediterranean Sea"",""Redoute Bear"",""Redoute Bear 1"",-10.0,5,1,-125,-50,,,13,,,,"
"France,""West Mediterranean Sea"",""Rhône Delta"",""Rhône Delta"",-17.0,0,1,-25,-15,Luna,""Inland France?"",1,1,1,,"
"France,""West Mediterranean Sea"",""Roches d'Aurelle"",""Roches d'Aurelle"",,,1,80,100,,,1,,,,"
"France,""West Mediterranean Sea"",""Saint Gervais"",""Saint Gervais A (1)"",,,1,138,142,,,,,,,"
"France,""West Mediterranean Sea"",""Saint Gervais"",""Saint Gervais B (2)"",-3.0,1,1,650,700,,,1,,,,"
"France,""West Mediterranean Sea"",""Saint Gervais"",""Saint Gervais C"",-4.0,0,1,149,154,,,64,,,,"
"France,""West Mediterranean Sea"",""Saint Gervais"",""Saint Gervais D"",,,1,50,150,,,,,,,"
"France,""West Mediterranean Sea"",""Saint Honorat"",""Saint Honorat"",-20.0,2,1,160,200,,,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes Maries-de-la-mer 21"",-17.0,0,1,-30,400,Luna,""South west France? Inland France?"",,1,,1,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes Maries-de-la-mer 22"",-17.0,0,1,1,200,Luna,""South west France? Inland France?"",1,1,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 10"",-11.0,0,1,1,300,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 14"",-116.0,0,1,-100,-1,,,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 19"",-17.0,1,1,200,300,,,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 2"",-11.0,0,1,1,25,""Baetica - Narbonne"",,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 24"",-11.0,1,1,25,75,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 25"",-13.0,1,1,-50,50,,,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 26"",-23.0,8,1,-200,-1,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 3"",-14.0,0,1,1,100,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 4"",-14.0,3,1,1,100,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 6"",-14.0,1,1,-50,-1,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-Mer 8"",-14.0,0,1,1,50,,,1,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 11"",-14.0,2,1,-150,400,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 13"",-14.0,2,1,,,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 18"",-18.0,1,1,-30,400,Luna,""South west France? Inland France?"",,1,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 23"",-16.0,1,1,-100,100,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 27"",-10.0,0,1,-50,100,,,0,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer 9"",-13.0,1,1,-150,400,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer A"",,,1,-100,-25,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer B"",,,1,-100,-1,,,,,,,"
"France,""West Mediterranean Sea"",Saintes-Maries-de-la-Mer,""Saintes-Maries-de-la-mer C"",,,1,100,200,,,,,,,"
"France,""West Mediterranean Sea"",Sanguinaires,Sanguinaires,-18.0,6,1,-250,-200,""Carthage? Aegean?"",France?,51,,,,"
"France,""West Mediterranean Sea"",""St Tropez"",""St Tropez A"",-6.0,0,1,100,200,Luna,""South of France"",,1,,,"
"France,""West Mediterranean Sea"",""Tiboulen de Maire"",""Tiboulen de Maire 1"",-51.0,0,1,130,150,""Baetica - Tarraconensis - Gaul"",Rome?,1,,,,"
"France,""West Mediterranean Sea"",""Tour d'Agnello"",""Tour d'Agnello 1"",-45.0,0,1,-300,-275,,,1,,,,"
"France,""West Mediterranean Sea"",""Tour du Castellas"",""Tour du Castellas 1"",-6.0,0,1,-325,-275,,,1,,,,"
France,,Abbeville,Abbeville,,,1,-150,400,,,,,,,
France,,Ancenis,Ancenis,,,1,100,300,,,,,,,
"France,,Arles,""Arles IV"",-662.0,0,1,25,40,Baetica,,951,,,,"
"France,,Arles,""Arles VIII"",,,1,-30,14,,,,,,,"
France,,Arles,Arles-Rhone,,,1,1,100,,,,,,,
France,,Avenches,Avenches,,,1,100,200,,,,,,,
France,,Bevaix,Bevaix,,,1,182,190,,,,,,,
"France,,Bevaix,""Bevaix NE 1917"",,,1,-39,-1,,,,,,,"
France,,Bordeaux,Bordeaux,,,1,161,161,,,,,,,
France,,Chantenay,Chantenay,,,1,-150,400,,,,,,,
"France,,Chaudenay-sur-Moselle,""Chaudenay-sur-Moselle B"",,,1,130,270,,,,,,,"
"France,,Chaudenay-sur-Moselle,""Chaudeney-sur-Moselle A"",,,1,40,160,,,,,,,"
"France,,""Le Petit Rhone"",""Le Petit Rhone"",,,1,-150,400,,,,,,,"
France,,Maresquel,Maresquel,,,1,100,200,,,,,,,
France,,Ploumanac'h,Ploumanac'h,,,1,200,400,,,,,,,
"France,,""Pointe Bacon"",""Pointe Bacon"",,,1,-400,-300,,,,,,,"
"France,,""Pointe Grenier"",""Pointe Grenier"",,,1,-150,-25,,,,,,,"
"France,,""Pointe Moussure"",""Pointe Moussure"",,,1,-150,-100,,,,,,,"
"France,,""Pointe Pomegues"",""Pointe Pomegues"",,,1,-100,-80,,,,,,,"
"France,,""Pointe de la Galere"",""Pointe de la Galere"",,,1,1,50,,,,,,,"
"France,,""Pointe du Ble"",""Pointe du Ble"",,,1,-100,-25,,,,,,,"
"France,,""Pointe du Brouil"",""Pointe du Brouil"",,,1,-140,-130,,,,,,,"
France,,Port-de-Bouc,Port-de-Bouc,,,1,-200,-1,,,,,,,
France,,Sanguinet,Sanguinet,,,1,125,175,,,,,,,
"France,,Toulon,""Toulon A"",,,1,1,100,,,,,,,"
"France,,Toulon,""Toulon B"",,,1,1,100,,,,,,,"
"France,,""Tour Sainte Marie"",""Tour Sainte Marie A"",,,1,30,55,,,,,,,"
"France,,""Tour Sainte Marie"",""Tour Sainte Marie B"",,,1,-200,-100,,,,,,,"
France,,Tours,Tours,,,1,1,400,,,,,,,
France,,Vichy,Vichy,,,1,100,150,,,,,,,
France,,Wantzenau,Wantzenau,,,1,275,300,,,,,,,
"France,,Yverdon,""Yverdon A"",,,1,75,100,,,,,,,"
"France,,Yverdon,""Yverdon B"",,,1,300,400,,,,,,,"
"Germany,,Mainz,""Mainz A"",,,1,-30,100,,,,,,,"
"Germany,,Mainz,""Mainz B"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz C"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz D"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz E"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz F"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz G"",,,1,406,410,,,,,,,"
"Germany,,Mainz,""Mainz H"",,,1,81,125,,,,,,,"
"Germany,,Mainz,""Mainz J"",,,1,75,125,,,,,,,"
"Germany,,Oberstimm,""Oberstimm A"",,,1,100,125,,,,,,,"
"Germany,,Oberstimm,""Oberstimm B"",,,1,100,125,,,,,,,"
Greece,Adriatic,Corfu,Corfu,,,1,-200,-100,Aegean?,Italy?,1,,,,
"Greece,Adriatic,Ithaki,""Ithaki 1"",-100.0,0,1,-100,-1,Aegean,Italy?,1,,,,"
"Greece,Adriatic,Ithaki,""Ithaki 2"",-60.0,0,1,-100,100,,,1,,,,"
"Greece,Adriatic,Ithaki,""Ithaki 3"",,,1,-100,-1,,,,,,,"
"Greece,Adriatic,Ithaki,""Ithaki 4"",,,1,,,,,,,,,"
"Greece,Adriatic,Zakynthos,""Zakynthos A"",,,1,-550,-450,,,,,,,"
"Greece,Adriatic,Zakynthos,""Zakynthos B"",,,1,400,700,,,,,,,"
"Greece,Aegean,""Aghios Eustratios"",""Aghios Eustratios(?)"",,,1,-25,-1,Aegean,,,,,,"
"Greece,Aegean,""Agios Pavlos Bay"",""Ag Pavlos Bay (?)"",,,1,-500,500,Aegean?,,1,,,,"
"Greece,Aegean,""Agios Petros Bay"",""Agios Petros Byzantine"",,,1,1025,1075,,,36,,,,"
"Greece,Aegean,""Agios Petros Bay"",""Agios Petros classical"",0.0,0,1,-475,-425,,,51,,,,"
"Greece,Aegean,Ai-Strate,""Ai-Strate (?)"",,,1,-325,400,,,1,,,,"
"Greece,Aegean,Akandia,""Akandia A"",-36.0,0,1,-50,100,Rhodes,,271,,,,"
"Greece,Aegean,Akandia,""Akandia B"",-38.0,0,1,,,,,1,,,,"
"Greece,Aegean,Alonnisos,Alonnisos,0.0,0,1,-420,-400,""Athens, then Mende, then Peparethos"",Ikos,1,,,,"
"Greece,Aegean,Andros,""Andros (?)"",-10.0,0,1,-150,400,Aegean,,,1,,,1"
"Greece,Aegean,Antikythera,""Antikythera A"",,,1,-80,-70,""Alex/ Pergamum/ Aegean"",Rome,1,1,,,"
"Greece,Aegean,Antikythera,""Antikythera B"",,,1,-100,500,Aegean,Rome?,1,,,,"
Greece,Aegean,Artemision,Artemision,,,1,-200,-80,Corinth?,Pergamum?,,,,,
"Greece,Aegean,Astypalaea,""Astypalaea A"",,,1,200,300,,,,,,,"
"Greece,Aegean,Astypalaea,""Astypalaea B"",,,1,-150,400,Aegean,,,,,,"
"Greece,Aegean,Astypalaea,""Astypalaea C"",,,1,-300,-100,Cos,Rome?,1,,,,"
Greece,Aegean,Atalanti,Atalanti,,,1,1,100,Aegean,,1,,,,
"Greece,Aegean,""A?-Yannis Tholou"",""Ai-Yannis Tholou A"",-20.0,10,1,-400,-300,,,1,,,,"
"Greece,Aegean,""A?-Yannis Tholou"",""Ai-Yannis Tholou B"",,,1,-200,-100,Cnidus,,1,,,,"
"Greece,Aegean,""Bay of Naousa"",""Bay of Naousa 1"",,,1,-100,-1,,,,,,,"
"Greece,Aegean,""Bay of Naousa"",""Bay of Naousa 2"",,,1,-100,-1,Cos,,1,,,,"
"Greece,Aegean,""Bay of Paroikia"",""Bay of Paroikia"",,,1,100,200,Paros?,,,1,1,,"
"Greece,Aegean,""Cape Sidero"",""Cape Sidero A"",,,1,-150,400,Aegean?,,1,,,,"
"Greece,Aegean,""Cape Sidero"",""Cape Sidero B"",,,1,300,750,,,,,,,"
"Greece,Aegean,""Chios Straits"",""Chios Straits"",-70.0,0,1,-400,-300,,,301,,,,"
